AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Wisconsin,All,2023-24,41,,4.4,5.6,0,49,23,62,"1,102",> 100%
State,Wisconsin,All,2023-24,42,,4.3,5.4,0,47,21,60,"1,101",> 100%
State,Wisconsin,All,2023-24,43,,4.1,5.6,0,46,22,63,"1,132",> 100%
State,Wisconsin,All,2023-24,44,,3.6,5.2,0,41,27,60,"1,145",> 100%
State,Wisconsin,All,2023-24,45,,6.4,8,0,72,28,90,"1,131",> 100%
State,Wisconsin,All,2023-24,46,,4.7,5.5,1,53,18,64,"1,160",> 100%
State,Wisconsin,All,2023-24,47,,5.3,6.9,0,59,27,77,"1,121",> 100%
State,Wisconsin,All,2023-24,48,,4.5,6.3,1,54,32,77,"1,218",> 100%
State,Wisconsin,All,2023-24,49,,6.2,9.2,1,72,45,108,"1,178",> 100%
State,Wisconsin,All,2023-24,50,,5.1,8,0,61,50,95,"1,185",> 100%
State,Wisconsin,All,2023-24,51,,5.8,7.1,5,62,33,82,"1,161",> 100%
State,Wisconsin,All,2023-24,52,,7,9.1,11,71,47,106,"1,169",> 100%
State,Wisconsin,All,2023-24,1,,6.2,9.2,13,60,51,108,"1,173",> 100%
State,Wisconsin,All,2023-24,2,,6.8,9.8,11,74,50,123,"1,258",> 100%
State,Wisconsin,All,2023-24,3,,8.6,10.5,21,84,37,128,"1,219",> 100%
State,Wisconsin,All,2023-24,4,,6.5,8.9,9,69,39,107,"1,197",> 100%
State,Wisconsin,All,2023-24,5,,5.4,6.9,10,53,27,80,"1,160",> 100%
State,Wisconsin,All,2023-24,6,,5.8,7.2,8,61,27,86,"1,200",> 100%
State,Wisconsin,All,2023-24,7,,5.7,7.5,10,54,29,84,"1,124",> 100%
State,Wisconsin,All,2023-24,8,,5.5,6.6,8,56,23,77,"1,158",> 100%
State,Wisconsin,All,2023-24,9,,6.5,7.7,8,68,25,89,"1,162",> 100%
State,Wisconsin,All,2023-24,10,,6.1,6.9,9,58,16,76,"1,102",> 100%
State,Wisconsin,All,2023-24,11,,5.2,6.1,4,49,13,62,"1,012",> 100%
State,Wisconsin,All,2023-24,12,,5.7,6.3,3,50,10,58,924,> 100%
State,Wisconsin,All,2023-24,13,,4.8,5.6,4,36,9,47,842,> 100%
State,Wisconsin,All,2023-24,14,,4.5,5.6,1,21,6,27,485,72.9%
State,Wyoming,All,2023-24,40,,4,5,0,4,3,5,100,> 100%
State,Wyoming,All,2023-24,41,,3.1,4.2,0,3,3,4,96,> 100%
State,Wyoming,All,2023-24,42,,10.1,10.1,0,11,3,11,109,> 100%
State,Wyoming,All,2023-24,43,,9.6,11.7,0,9,4,11,94,> 100%
State,Wyoming,All,2023-24,44,,1.9,5.7,0,2,5,6,105,> 100%
State,Wyoming,All,2023-24,45,,8.4,13.4,0,10,8,16,119,> 100%
State,Wyoming,All,2023-24,46,,5.9,7.6,0,7,4,9,118,> 100%
State,Wyoming,All,2023-24,47,,10.9,11.8,1,11,3,13,110,> 100%
State,Wyoming,All,2023-24,48,,9.4,14.2,0,10,6,15,106,> 100%
State,Wyoming,All,2023-24,49,,8.1,10.1,1,7,3,10,99,> 100%
State,Wyoming,All,2023-24,50,,7.6,9.5,1,7,4,10,105,> 100%
State,Wyoming,All,2023-24,51,,5,5,1,5,4,6,120,> 100%
State,Wyoming,All,2023-24,52,,6.7,9.2,3,5,4,11,120,> 100%
State,Wyoming,All,2023-24,1,,10.6,14.4,2,12,5,19,132,> 100%
State,Wyoming,All,2023-24,2,,11.1,12.6,6,9,6,17,135,> 100%
State,Wyoming,All,2023-24,3,,9,10.8,2,8,5,12,111,> 100%
State,Wyoming,All,2023-24,4,,10.9,14.1,3,11,5,18,128,> 100%
State,Wyoming,All,2023-24,5,,10.9,13.2,4,10,7,17,129,> 100%
State,Wyoming,All,2023-24,6,,5.6,6.5,1,6,4,8,124,> 100%
State,Wyoming,All,2023-24,7,,7.1,9.8,1,7,5,11,112,> 100%
State,Wyoming,All,2023-24,8,,5.8,6.7,0,6,2,7,104,> 100%
State,Wyoming,All,2023-24,9,,3.6,5.5,0,4,2,6,110,> 100%
State,Wyoming,All,2023-24,10,,7.2,9,0,8,4,10,111,> 100%
State,Wyoming,All,2023-24,11,,9.1,10.1,1,8,1,10,99,> 100%
State,Wyoming,All,2023-24,12,,5.6,5.6,1,4,0,5,90,> 100%
State,Wyoming,All,2023-24,13,,5.8,8.1,0,5,2,7,86,> 100%
State,Wyoming,All,2023-24,14,,11.8,11.8,1,3,0,4,34,55.8%
State,New York City,All,2023-24,40,,7.3,9.2,0,78,25,98,"1,067",> 100%
State,New York City,All,2023-24,41,,8.1,10.4,1,89,37,116,"1,113",> 100%
State,New York City,All,2023-24,42,,6.2,7.8,0,68,27,86,"1,098",> 100%
State,New York City,All,2023-24,43,,8.3,9.1,0,88,21,96,"1,057",> 100%
State,New York City,All,2023-24,44,,5.8,7.2,0,60,20,75,"1,043",> 100%
State,New York City,All,2023-24,45,,7.3,8.5,1,78,20,92,"1,082",> 100%
State,New York City,All,2023-24,46,,7.1,8,2,76,15,88,"1,099",> 100%
State,New York City,All,2023-24,47,,6.8,8.1,1,73,18,88,"1,087",> 100%
State,New York City,All,2023-24,48,,8.6,10.3,5,90,27,114,"1,107",> 100%
State,New York City,All,2023-24,49,,9,10.1,2,104,25,119,"1,182",> 100%
State,New York City,All,2023-24,50,,9.2,10.6,10,91,26,117,"1,101",> 100%
State,New York City,All,2023-24,51,,9.5,12.2,15,96,42,142,"1,168",> 100%
State,New York City,All,2023-24,52,,10.6,12.5,20,115,35,159,"1,269",> 100%
State,New York City,All,2023-24,1,,10.7,13.7,22,119,62,181,"1,320",> 100%
State,New York City,All,2023-24,2,,10,13,14,117,65,171,"1,314",> 100%
State,New York City,All,2023-24,3,,10.2,14.4,19,100,78,169,"1,170",> 100%
State,New York City,All,2023-24,4,,11.6,14.2,22,114,61,167,"1,174",> 100%
State,New York City,All,2023-24,5,,10.1,12.9,21,94,52,148,"1,143",> 100%
State,New York City,All,2023-24,6,,8.7,10.7,11,90,33,125,"1,163",> 100%
State,New York City,All,2023-24,7,,9,10.9,10,89,32,121,"1,106",> 100%
State,New York City,All,2023-24,8,,7.6,9.3,8,75,27,101,"1,091",> 100%
State,New York City,All,2023-24,9,,8.9,10.7,6,89,25,114,"1,064",> 100%
State,New York City,All,2023-24,10,,8.9,9.6,6,90,15,104,"1,084",> 100%
State,New York City,All,2023-24,11,,8.1,9.1,8,82,20,102,"1,115",> 100%
State,New York City,All,2023-24,12,,7.1,8.4,5,67,17,85,"1,012",> 100%
State,New York City,All,2023-24,13,,9.3,9.6,4,78,4,85,883,> 100%
State,New York City,All,2023-24,14,,7,7.4,1,51,4,55,740,> 100%
